;Date;actual;position;action;number;account;value
1263;09.06.2017;978,3099976;1010,27002;HOLD;9;-3157;5647
1264;12.06.2017;964,9099731;978,3099976;BUY;10;-4122;5526
1265;13.06.2017;980,789978;964,9099731;HOLD;10;-4122;5685
1266;14.06.2017;976,4699707;980,789978;SELL;9;-3146;5642
1267;15.06.2017;964,1699829;976,4699707;BUY;10;-4110;5531
1268;16.06.2017;987,710022;964,1699829;SELL;9;-3122;5766
1269;19.06.2017;995,1699829;987,710022;HOLD;9;-3122;5833
1270;20.06.2017;992,5900269;995,1699829;BUY;10;-4115;5810
1271;21.06.2017;1002,22998;992,5900269;BUY;11;-5117;5907
1272;22.06.2017;1001,299988;1002,22998;SELL;10;-4116;5896
1273;23.06.2017;1003,73999;1001,299988;BUY;11;-5119;5921
1274;26.06.2017;993,9799805;1003,73999;SELL;10;-4125;5813
1275;27.06.2017;976,7800293;993,9799805;BUY;11;-5102;5641
1276;28.06.2017;990,3300171;976,7800293;HOLD;11;-5102;5790
1277;29.06.2017;975,9299927;990,3300171;HOLD;11;-5102;5632
1278;30.06.2017;968;975,9299927;HOLD;11;-5102;5545
1279;03.07.2017;953,6599731;968;HOLD;11;-5102;5387
1280;05.07.2017;971,4000244;953,6599731;HOLD;11;-5102;5582
1281;06.07.2017;965,1400146;971,4000244;HOLD;11;-5102;5513
1282;07.07.2017;978,7600098;965,1400146;HOLD;11;-5102;5663
1283;10.07.2017;996,4699707;978,7600098;SELL;10;-4106;5858
1284;11.07.2017;994,1300049;996,4699707;HOLD;10;-4106;5835
1285;12.07.2017;1006,51001;994,1300049;BUY;11;-5112;5958
1286;13.07.2017;1000,630005;1006,51001;SELL;10;-4112;5894
1287;14.07.2017;1001,809998;1000,630005;BUY;11;-5113;5906
1288;17.07.2017;1010,039978;1001,809998;SELL;10;-4103;5996
1289;18.07.2017;1024,449951;1010,039978;BUY;11;-5128;6140
1290;19.07.2017;1026,869995;1024,449951;HOLD;11;-5128;6167
1291;20.07.2017;1028,699951;1026,869995;HOLD;11;-5128;6187
1292;21.07.2017;1025,670044;1028,699951;HOLD;11;-5128;6154
1293;24.07.2017;1038,949951;1025,670044;HOLD;11;-5128;6300
1294;25.07.2017;1039,869995;1038,949951;SELL;10;-4088;6310
1295;26.07.2017;1052,800049;1039,869995;HOLD;10;-4088;6439
1296;27.07.2017;1046;1052,800049;SELL;9;-3042;6371
1297;28.07.2017;1020,039978;1046;HOLD;9;-3042;6137
1298;31.07.2017;987,7800293;1020,039978;HOLD;9;-3042;5847
1299;01.08.2017;996,1900024;987,7800293;BUY;10;-4038;5923
1300;02.08.2017;995,8900146;996,1900024;SELL;9;-3042;5920
1301;03.08.2017;986,9199829;995,8900146;BUY;10;-4029;5839
1302;04.08.2017;987,5800171;986,9199829;SELL;9;-3042;5846
1303;07.08.2017;992,2700195;987,5800171;HOLD;9;-3042;5888
1304;08.08.2017;989,8400269;992,2700195;BUY;10;-4031;5866
1305;09.08.2017;982,0100098;989,8400269;BUY;11;-5013;5788
1306;10.08.2017;956,9199829;982,0100098;SELL;10;-4057;5512
1307;11.08.2017;967,9899902;956,9199829;HOLD;10;-4057;5622
1308;14.08.2017;983,2999878;967,9899902;SELL;9;-3073;5775
1309;15.08.2017;982,7399902;983,2999878;BUY;10;-4056;5770
1310;16.08.2017;978,1799927;982,7399902;HOLD;10;-4056;5725
1311;17.08.2017;960,5700073;978,1799927;HOLD;10;-4056;5549
1312;18.08.2017;958,4699707;960,5700073;BUY;11;-5014;5528
1313;21.08.2017;953,289978;958,4699707;HOLD;11;-5014;5471
1314;22.08.2017;966,9000244;953,289978;HOLD;11;-5014;5620
1315;23.08.2017;958;966,9000244;SELL;10;-4056;5523
1316;24.08.2017;952,4500122;958;BUY;11;-5009;5467
1317;25.08.2017;945,2600098;952,4500122;SELL;10;-4064;5388
1318;28.08.2017;946,0200195;945,2600098;BUY;11;-5010;5396
1319;29.08.2017;954,0599976;946,0200195;SELL;10;-4056;5484
1320;30.08.2017;967,5900269;954,0599976;BUY;11;-5023;5619
1321;31.08.2017;980,5999756;967,5900269;SELL;10;-4043;5762
1322;01.09.2017;978,25;980,5999756;HOLD;10;-4043;5739
1323;05.09.2017;965,2700195;978,25;BUY;11;-5008;5609
1324;06.09.2017;967,7999878;965,2700195;HOLD;11;-5008;5637
1325;07.09.2017;979,4699707;967,7999878;HOLD;11;-5008;5765
1326;08.09.2017;965,9000244;979,4699707;HOLD;11;-5008;5616
1327;11.09.2017;977,960022;965,9000244;HOLD;11;-5008;5749
1328;12.09.2017;982,5800171;977,960022;SELL;10;-4025;5800
1329;13.09.2017;999,5999756;982,5800171;HOLD;10;-4025;5970
1330;14.09.2017;992,210022;999,5999756;BUY;11;-5017;5896
1331;15.09.2017;986,789978;992,210022;HOLD;11;-5017;5836
1332;18.09.2017;974,1900024;986,789978;HOLD;11;-5017;5698
1333;19.09.2017;969,8599854;974,1900024;HOLD;11;-5017;5650
1334;20.09.2017;973,210022;969,8599854;HOLD;11;-5017;5687
1335;21.09.2017;964,6500244;973,210022;SELL;10;-4053;5593
1336;22.09.2017;955,0999756;964,6500244;BUY;11;-5008;5497
1337;25.09.2017;939,789978;955,0999756;HOLD;11;-5008;5329
1338;26.09.2017;938,5999756;939,789978;HOLD;11;-5008;5316
1339;27.09.2017;950,8699951;938,5999756;HOLD;11;-5008;5451
1340;28.09.2017;956,4000244;950,8699951;SELL;10;-4052;5511
1341;29.09.2017;961,3499756;956,4000244;HOLD;10;-4052;5561
1342;02.10.2017;959,1900024;961,3499756;HOLD;10;-4052;5539
1343;03.10.2017;957,0999756;959,1900024;BUY;11;-5009;5518
1344;04.10.2017;965,4500122;957,0999756;HOLD;11;-5009;5610
1345;05.10.2017;980,8499756;965,4500122;HOLD;11;-5009;5780
1346;06.10.2017;989,5800171;980,8499756;HOLD;11;-5009;5876
1347;09.10.2017;990,9899902;989,5800171;SELL;10;-4018;5891
1348;10.10.2017;987,2000122;990,9899902;HOLD;10;-4018;5853
1349;11.10.2017;995;987,2000122;HOLD;10;-4018;5931
1350;12.10.2017;1000,929993;995;SELL;9;-3017;5991
1351;13.10.2017;1002,940002;1000,929993;BUY;10;-4020;6009
1352;16.10.2017;1006,340027;1002,940002;SELL;9;-3013;6043
1353;17.10.2017;1009,130005;1006,340027;HOLD;9;-3013;6068
1354;18.10.2017;997;1009,130005;HOLD;9;-3013;5959
1355;19.10.2017;986,6099854;997;HOLD;9;-3013;5865
1356;20.10.2017;982,9099731;986,6099854;BUY;10;-3996;5832
1357;23.10.2017;966,2999878;982,9099731;BUY;11;-4962;5666
1358;24.10.2017;975,9000244;966,2999878;HOLD;11;-4962;5771
1359;25.10.2017;972,9099731;975,9000244;SELL;10;-3990;5739
1360;26.10.2017;972,4299927;972,9099731;BUY;11;-4962;5734
1361;27.10.2017;1100,949951;972,4299927;SELL;10;-3861;7147
1362;30.10.2017;1110,849976;1100,949951;HOLD;10;-3861;7246
1363;31.10.2017;1105,280029;1110,849976;HOLD;10;-3861;7191
1364;01.11.2017;1103,680054;1105,280029;BUY;11;-4965;7175
1365;02.11.2017;1094,219971;1103,680054;SELL;10;-3871;7071
1366;03.11.2017;1111,599976;1094,219971;BUY;11;-4982;7244
1367;06.11.2017;1120,660034;1111,599976;SELL;10;-3861;7344
1368;07.11.2017;1123,170044;1120,660034;BUY;11;-4985;7369
1369;08.11.2017;1132,880005;1123,170044;SELL;10;-3852;7476
1370;09.11.2017;1129,130005;1132,880005;HOLD;10;-3852;7439
1371;10.11.2017;1125,349976;1129,130005;HOLD;10;-3852;7401
1372;13.11.2017;1129,170044;1125,349976;HOLD;10;-3852;7439
1373;14.11.2017;1136,839966;1129,170044;HOLD;10;-3852;7516
1374;15.11.2017;1126,689941;1136,839966;HOLD;10;-3852;7414
1375;16.11.2017;1137,290039;1126,689941;BUY;11;-4989;7520
1376;17.11.2017;1129,880005;1137,290039;SELL;10;-3859;7439
1377;20.11.2017;1126,310059;1129,880005;BUY;11;-4985;7403
1378;21.11.2017;1139,48999;1126,310059;SELL;10;-3846;7548
1379;22.11.2017;1156,160034;1139,48999;SELL;9;-2690;7715
1380;24.11.2017;1186;1156,160034;HOLD;9;-2690;7983
1381;27.11.2017;1195,829956;1186;BUY;10;-3886;8072
1382;28.11.2017;1193,599976;1195,829956;HOLD;10;-3886;8049
1383;29.11.2017;1161,27002;1193,599976;HOLD;10;-3886;7726
1384;30.11.2017;1176,75;1161,27002;HOLD;10;-3886;7881
1385;01.12.2017;1162,349976;1176,75;SELL;9;-2723;7737
1386;04.12.2017;1133,949951;1162,349976;BUY;10;-3857;7481
1387;05.12.2017;1141,569946;1133,949951;SELL;9;-2716;7557
1388;06.12.2017;1152,349976;1141,569946;SELL;8;-1563;7654
1389;07.12.2017;1159,790039;1152,349976;HOLD;8;-1563;7714
1390;08.12.2017;1162;1159,790039;SELL;7;-401;7732
1391;11.12.2017;1168,920044;1162;HOLD;7;-401;7780
1392;12.12.2017;1165,079956;1168,920044;HOLD;7;-401;7753
1393;13.12.2017;1164,130005;1165,079956;BUY;8;-1565;7747
1394;14.12.2017;1174,26001;1164,130005;SELL;7;-391;7828
1395;15.12.2017;1179,140015;1174,26001;HOLD;7;-391;7862
1396;18.12.2017;1190,579956;1179,140015;BUY;8;-1582;7942
1397;19.12.2017;1187,380005;1190,579956;BUY;9;-2769;7916
1398;20.12.2017;1177,619995;1187,380005;HOLD;9;-2769;7828
1399;21.12.2017;1174,76001;1177,619995;HOLD;9;-2769;7803
1400;22.12.2017;1168,359985;1174,76001;BUY;10;-3938;7745
1401;26.12.2017;1176,76001;1168,359985;BUY;11;-5114;7829
1402;27.12.2017;1182,26001;1176,76001;SELL;10;-3932;7890
1403;28.12.2017;1186,099976;1182,26001;BUY;11;-5118;7928
1404;29.12.2017;1169,469971;1186,099976;HOLD;11;-5118;7745
1405;02.01.2018;1189,01001;1169,469971;HOLD;11;-5118;7960
1406;03.01.2018;1204,199951;1189,01001;SELL;10;-3914;8127
1407;04.01.2018;1209,589966;1204,199951;BUY;11;-5124;8181
1408;05.01.2018;1229,140015;1209,589966;HOLD;11;-5124;8396
1409;08.01.2018;1246,869995;1229,140015;HOLD;11;-5124;8591
1410;09.01.2018;1252,699951;1246,869995;HOLD;11;-5124;8655
1411;10.01.2018;1254,329956;1252,699951;HOLD;11;-5124;8673
1412;11.01.2018;1276,680054;1254,329956;HOLD;11;-5124;8919
1413;12.01.2018;1305,199951;1276,680054;HOLD;11;-5124;9233
1414;16.01.2018;1304,859985;1305,199951;HOLD;11;-5124;9229
1415;17.01.2018;1295;1304,859985;HOLD;11;-5124;9120
1416;18.01.2018;1293,319946;1295;HOLD;11;-5124;9102
1417;19.01.2018;1294,579956;1293,319946;HOLD;11;-5124;9116
1418;22.01.2018;1327,310059;1294,579956;SELL;10;-3796;9476
1419;23.01.2018;1362,540039;1327,310059;SELL;9;-2434;9828
1420;24.01.2018;1357,51001;1362,540039;HOLD;9;-2434;9783
1421;25.01.2018;1377,949951;1357,51001;HOLD;9;-2434;9967
1422;26.01.2018;1402,050049;1377,949951;SELL;8;-1032;10184
1423;29.01.2018;1417,680054;1402,050049;BUY;9;-2449;10309
1424;30.01.2018;1437,819946;1417,680054;SELL;8;-1011;10490
1425;31.01.2018;1450,890015;1437,819946;SELL;7;438;10595
1426;01.02.2018;1390;1450,890015;HOLD;7;438;10168
1427;02.02.2018;1429,949951;1390;HOLD;7;438;10448
1428;05.02.2018;1390;1429,949951;SELL;6;1828;10168
1429;06.02.2018;1442,839966;1390;BUY;7;386;10485
1430;07.02.2018;1416,780029;1442,839966;SELL;6;1802;10303
1431;08.02.2018;1350,5;1416,780029;BUY;7;452;9905
1432;09.02.2018;1339,599976;1350,5;SELL;6;1791;9829
1433;12.02.2018;1386,22998;1339,599976;HOLD;6;1791;10109
1434;13.02.2018;1414,51001;1386,22998;SELL;5;3206;10279
1435;14.02.2018;1451,050049;1414,51001;HOLD;5;3206;10461
1436;15.02.2018;1461,76001;1451,050049;SELL;4;4668;10515
1437;16.02.2018;1448,689941;1461,76001;HOLD;4;4668;10462
1438;20.02.2018;1468,349976;1448,689941;BUY;5;3199;10541
1439;21.02.2018;1482,920044;1468,349976;SELL;4;4682;10614
1440;22.02.2018;1485,339966;1482,920044;BUY;5;3197;10624
1441;23.02.2018;1500;1485,339966;SELL;4;4697;10697
1442;26.02.2018;1521,949951;1500;HOLD;4;4697;10785
1443;27.02.2018;1511,97998;1521,949951;HOLD;4;4697;10745
1444;28.02.2018;1512,449951;1511,97998;HOLD;4;4697;10747
1445;01.03.2018;1493,449951;1512,449951;SELL;3;6190;10671
1446;02.03.2018;1500,25;1493,449951;BUY;4;4690;10691
1447;05.03.2018;1523,609985;1500,25;SELL;3;6214;10785
1448;06.03.2018;1537,640015;1523,609985;BUY;4;4676;10827
1449;07.03.2018;1545;1537,640015;HOLD;4;4676;10856
1450;08.03.2018;1551,859985;1545;HOLD;4;4676;10884
1451;09.03.2018;1578,890015;1551,859985;HOLD;4;4676;10992
1452;12.03.2018;1598,390015;1578,890015;HOLD;4;4676;11070
1453;13.03.2018;1588,180054;1598,390015;HOLD;4;4676;11029
1454;14.03.2018;1591;1588,180054;HOLD;4;4676;11040
1455;15.03.2018;1582,319946;1591;SELL;3;6258;11005
1456;16.03.2018;1571,680054;1582,319946;BUY;4;4687;10973
1457;19.03.2018;1544,930054;1571,680054;BUY;5;3142;10866
1458;20.03.2018;1586,51001;1544,930054;BUY;6;1555;11074
1459;21.03.2018;1581,859985;1586,51001;SELL;5;3137;11046
1460;22.03.2018;1544,920044;1581,859985;BUY;6;1592;10862
1461;23.03.2018;1495,560059;1544,920044;SELL;5;3088;10566
1462;26.03.2018;1555,859985;1495,560059;HOLD;5;3088;10867
1463;27.03.2018;1497,050049;1555,859985;SELL;4;4585;10573
1464;28.03.2018;1431,420044;1497,050049;BUY;5;3153;10311
1465;29.03.2018;1447,339966;1431,420044;SELL;4;4601;10390
1466;02.04.2018;1371,98999;1447,339966;HOLD;4;4601;10089
1467;03.04.2018;1392,050049;1371,98999;BUY;5;3209;10169
1468;04.04.2018;1410,569946;1392,050049;SELL;4;4619;10262
1469;05.04.2018;1451,75;1410,569946;HOLD;4;4619;10426
1470;06.04.2018;1405,22998;1451,75;HOLD;4;4619;10240
1471;09.04.2018;1406,079956;1405,22998;BUY;5;3213;10244
1472;10.04.2018;1436,219971;1406,079956;SELL;4;4649;10394
1473;11.04.2018;1427,050049;1436,219971;HOLD;4;4649;10358
1474;12.04.2018;1448,5;1427,050049;BUY;5;3201;10443
1475;13.04.2018;1430,790039;1448,5;SELL;4;4632;10355
1476;16.04.2018;1441,5;1430,790039;BUY;5;3190;10398
1477;17.04.2018;1503,829956;1441,5;SELL;4;4694;10709
1478;18.04.2018;1527,839966;1503,829956;BUY;5;3166;10805
1479;19.04.2018;1556,910034;1527,839966;SELL;4;4723;10951
1480;20.04.2018;1527,48999;1556,910034;BUY;5;3196;10833
1481;23.04.2018;1517,859985;1527,48999;HOLD;5;3196;10785
1482;24.04.2018;1460,089966;1517,859985;HOLD;5;3196;10496
1483;25.04.2018;1460,170044;1460,089966;BUY;6;1735;10497
1484;26.04.2018;1517,959961;1460,170044;HOLD;6;1735;10843
1485;27.04.2018;1572,619995;1517,959961;SELL;5;3308;11171
1486;30.04.2018;1566,130005;1572,619995;HOLD;5;3308;11139
1487;01.05.2018;1582,26001;1566,130005;HOLD;5;3308;11219
1488;02.05.2018;1569,680054;1582,26001;SELL;4;4878;11157
1489;03.05.2018;1572,079956;1569,680054;BUY;5;3306;11166
1490;04.05.2018;1580,949951;1572,079956;SELL;4;4887;11210
1491;07.05.2018;1600,140015;1580,949951;BUY;5;3287;11287
1492;08.05.2018;1592,390015;1600,140015;SELL;4;4879;11248
1493;09.05.2018;1608;1592,390015;HOLD;4;4879;11311
1494;10.05.2018;1609,079956;1608;SELL;3;6488;11315
1495;11.05.2018;1602,910034;1609,079956;BUY;4;4885;11297
1496;14.05.2018;1601,540039;1602,910034;BUY;5;3284;11291
1497;15.05.2018;1576,119995;1601,540039;HOLD;5;3284;11164
1498;16.05.2018;1587,280029;1576,119995;BUY;6;1696;11220
1499;17.05.2018;1581,76001;1587,280029;SELL;5;3278;11187
1500;18.05.2018;1574,369995;1581,76001;BUY;6;1704;11150
1501;21.05.2018;1585,459961;1574,369995;HOLD;6;1704;11216
1502;22.05.2018;1581,400024;1585,459961;SELL;5;3285;11192
1503;23.05.2018;1601,859985;1581,400024;BUY;6;1683;11294
1504;24.05.2018;1603,069946;1601,859985;SELL;5;3286;11302
1505;25.05.2018;1610,150024;1603,069946;HOLD;5;3286;11337
1506;29.05.2018;1612,869995;1610,150024;HOLD;5;3286;11351
1507;30.05.2018;1624,890015;1612,869995;BUY;6;1661;11411
1508;31.05.2018;1629,619995;1624,890015;HOLD;6;1661;11439
1509;01.06.2018;1641,540039;1629,619995;HOLD;6;1661;11511
1510;04.06.2018;1665,27002;1641,540039;HOLD;6;1661;11653
1511;05.06.2018;1696,349976;1665,27002;HOLD;6;1661;11839
1512;06.06.2018;1695,75;1696,349976;HOLD;6;1661;11836
1513;07.06.2018;1689,300049;1695,75;HOLD;6;1661;11797
1514;08.06.2018;1683,98999;1689,300049;HOLD;6;1661;11765
1515;11.06.2018;1689,119995;1683,98999;BUY;7;-27;11796
1516;12.06.2018;1698,75;1689,119995;SELL;6;1671;11863
1517;13.06.2018;1704,859985;1698,75;BUY;7;-33;11900
1518;14.06.2018;1723,859985;1704,859985;SELL;6;1690;12033
1519;15.06.2018;1715,969971;1723,859985;HOLD;6;1690;11986
1520;18.06.2018;1723,790039;1715,969971;HOLD;6;1690;12033
1521;19.06.2018;1734,780029;1723,790039;SELL;5;3425;12099
1522;20.06.2018;1750,079956;1734,780029;BUY;6;1675;12175
1523;21.06.2018;1730,219971;1750,079956;SELL;5;3405;12056
1524;22.06.2018;1715,670044;1730,219971;HOLD;5;3405;11983
1525;25.06.2018;1663,150024;1715,670044;HOLD;5;3405;11721
1526;26.06.2018;1691,089966;1663,150024;BUY;6;1714;11860
1527;27.06.2018;1660,51001;1691,089966;SELL;5;3374;11677
1528;28.06.2018;1701,449951;1660,51001;BUY;6;1673;11882
1529;29.06.2018;1699,800049;1701,449951;SELL;5;3373;11872
1530;02.07.2018;1713,780029;1699,800049;HOLD;5;3373;11942
1531;03.07.2018;1693,959961;1713,780029;SELL;4;5067;11842
1532;05.07.2018;1699,72998;1693,959961;BUY;5;3367;11866
1533;06.07.2018;1710,630005;1699,72998;SELL;4;5078;11920
1534;09.07.2018;1739,02002;1710,630005;BUY;5;3339;12034
1535;10.07.2018;1743,069946;1739,02002;SELL;4;5082;12054
1536;11.07.2018;1755;1743,069946;HOLD;4;5082;12102
1537;12.07.2018;1796,619995;1755;HOLD;4;5082;12268
1538;13.07.2018;1813,030029;1796,619995;HOLD;4;5082;12334
1539;16.07.2018;1822,48999;1813,030029;SELL;3;6904;12372
1540;17.07.2018;1843,930054;1822,48999;HOLD;3;6904;12436
1541;18.07.2018;1842,920044;1843,930054;HOLD;3;6904;12433
1542;19.07.2018;1812,969971;1842,920044;HOLD;3;6904;12343
1543;20.07.2018;1813,699951;1812,969971;BUY;4;5090;12345
1544;23.07.2018;1802;1813,699951;BUY;5;3288;12298
1545;24.07.2018;1829,23999;1802;BUY;6;1459;12435
1546;25.07.2018;1863,609985;1829,23999;SELL;5;3323;12641
1547;26.07.2018;1808;1863,609985;HOLD;5;3323;12363
1548;27.07.2018;1817,27002;1808;HOLD;5;3323;12409
1549;30.07.2018;1779,219971;1817,27002;SELL;4;5102;12219
1550;31.07.2018;1777,439941;1779,219971;HOLD;4;5102;12212
1551;01.08.2018;1797,170044;1777,439941;SELL;3;6899;12291
1552;02.08.2018;1834,329956;1797,170044;SELL;2;8733;12402
1553;03.08.2018;1823,290039;1834,329956;HOLD;2;8733;12380
1554;06.08.2018;1847,75;1823,290039;BUY;3;6886;12429
1555;07.08.2018;1862,47998;1847,75;SELL;2;8748;12473
1556;08.08.2018;1886,52002;1862,47998;BUY;3;6862;12521
1557;09.08.2018;1898,52002;1886,52002;HOLD;3;6862;12557
1558;10.08.2018;1886,300049;1898,52002;HOLD;3;6862;12521
1559;13.08.2018;1896,199951;1886,300049;HOLD;3;6862;12550
1560;14.08.2018;1919,650024;1896,199951;SELL;2;8781;12621
1561;15.08.2018;1882,619995;1919,650024;BUY;3;6899;12547
1562;16.08.2018;1886,52002;1882,619995;HOLD;3;6899;12558
1563;17.08.2018;1882,219971;1886,52002;SELL;2;8781;12545
1564;20.08.2018;1876,709961;1882,219971;BUY;3;6904;12534
1565;21.08.2018;1883,420044;1876,709961;HOLD;3;6904;12554
1566;22.08.2018;1904,900024;1883,420044;SELL;2;8809;12619
1567;23.08.2018;1902,900024;1904,900024;BUY;3;6906;12615
1568;24.08.2018;1905,390015;1902,900024;BUY;4;5001;12622
1569;27.08.2018;1927,680054;1905,390015;SELL;3;6929;12712
1570;28.08.2018;1932,819946;1927,680054;HOLD;3;6929;12727
1571;29.08.2018;1998,099976;1932,819946;HOLD;3;6929;12923
1572;30.08.2018;2002,380005;1998,099976;HOLD;3;6929;12936
1573;31.08.2018;2012,709961;2002,380005;HOLD;3;6929;12967
1574;04.09.2018;2039,51001;2012,709961;BUY;4;4889;13047
1575;05.09.2018;1994,819946;2039,51001;HOLD;4;4889;12868
1576;06.09.2018;1958,310059;1994,819946;HOLD;4;4889;12722
1577;07.09.2018;1952,069946;1958,310059;HOLD;4;4889;12697
1578;10.09.2018;1939,01001;1952,069946;BUY;5;2950;12645
1579;11.09.2018;1987,150024;1939,01001;BUY;6;963;12886
1580;12.09.2018;1990;1987,150024;SELL;5;2953;12903
1581;13.09.2018;1989,869995;1990;HOLD;5;2953;12902
1582;14.09.2018;1970,189941;1989,869995;HOLD;5;2953;12804
1583;17.09.2018;1908,030029;1970,189941;HOLD;5;2953;12493
1584;18.09.2018;1941,050049;1908,030029;HOLD;5;2953;12658
1585;19.09.2018;1926,420044;1941,050049;SELL;4;4879;12585
1586;20.09.2018;1944,300049;1926,420044;BUY;5;2935;12656
1587;21.09.2018;1915,01001;1944,300049;SELL;4;4850;12510
1588;24.09.2018;1934,359985;1915,01001;BUY;5;2916;12587
1589;25.09.2018;1974,550049;1934,359985;SELL;4;4890;12788
1590;26.09.2018;1974,849976;1974,550049;BUY;5;2915;12790
1591;27.09.2018;2012,97998;1974,849976;HOLD;5;2915;12980
1592;28.09.2018;2003;2012,97998;HOLD;5;2915;12930
1593;01.10.2018;2004,359985;2003;BUY;6;911;12937
1594;02.10.2018;1971,310059;2004,359985;HOLD;6;911;12739
1595;03.10.2018;1952,76001;1971,310059;BUY;7;-1041;12628
1596;04.10.2018;1909,420044;1952,76001;HOLD;7;-1041;12324
1597;05.10.2018;1889,650024;1909,420044;BUY;8;-2930;12186
1598;08.10.2018;1864,420044;1889,650024;BUY;9;-4795;11984
1599;09.10.2018;1870,319946;1864,420044;HOLD;9;-4795;12037
1600;10.10.2018;1755,25;1870,319946;SELL;8;-3040;11001
1601;11.10.2018;1719,359985;1755,25;BUY;9;-4759;10714
1602;12.10.2018;1788,609985;1719,359985;SELL;8;-2970;11337
1603;15.10.2018;1760,949951;1788,609985;SELL;7;-1209;11116
1604;16.10.2018;1819,959961;1760,949951;BUY;8;-3029;11529
1605;17.10.2018;1831,72998;1819,959961;SELL;7;-1198;11623
1606;18.10.2018;1770,719971;1831,72998;HOLD;7;-1198;11196
1607;19.10.2018;1764,030029;1770,719971;HOLD;7;-1198;11150
1608;22.10.2018;1789,300049;1764,030029;SELL;6;591;11326
1609;23.10.2018;1768,699951;1789,300049;SELL;5;2359;11203
1610;24.10.2018;1664,199951;1768,699951;BUY;6;695;10680
1611;25.10.2018;1782,170044;1664,199951;SELL;5;2477;11388
1612;26.10.2018;1642,810059;1782,170044;HOLD;5;2477;10691
1613;29.10.2018;1538,880005;1642,810059;BUY;6;938;10172
1614;30.10.2018;1530,420044;1538,880005;SELL;5;2469;10121
1615;31.10.2018;1598,01001;1530,420044;BUY;6;871;10459
1616;01.11.2018;1665,530029;1598,01001;HOLD;6;871;10864
1617;02.11.2018;1665,530029;1665,530029;BUY;7;-794;10864
1618;05.11.2018;1627,800049;1665,530029;SELL;6;833;10600
1619;06.11.2018;1642,810059;1627,800049;HOLD;6;833;10690
1620;07.11.2018;1755,48999;1642,810059;SELL;5;2589;11366
1621;08.11.2018;1754,910034;1755,48999;BUY;6;834;11363
1622;09.11.2018;1712,430054;1754,910034;HOLD;6;834;11108
1623;12.11.2018;1636,849976;1712,430054;HOLD;6;834;10655
1624;13.11.2018;1631,170044;1636,849976;BUY;7;-796;10621
1625;14.11.2018;1599,01001;1631,170044;BUY;8;-2395;10396
1626;15.11.2018;1619,439941;1599,01001;BUY;9;-4015;10559
1627;16.11.2018;1593,410034;1619,439941;SELL;8;-2422;10325
1628;19.11.2018;1512,290039;1593,410034;HOLD;8;-2422;9676
1629;20.11.2018;1495,459961;1512,290039;SELL;7;-926;9541
1630;21.11.2018;1516,72998;1495,459961;BUY;8;-2443;9690
1631;23.11.2018;1502,060059;1516,72998;SELL;7;-941;9573
1632;26.11.2018;1581,329956;1502,060059;BUY;8;-2522;10128
1633;27.11.2018;1581,420044;1581,329956;SELL;7;-941;10128
1634;28.11.2018;1677,75;1581,420044;BUY;8;-2618;10803
1635;29.11.2018;1673,569946;1677,75;SELL;7;-945;10769
1636;30.11.2018;1690,170044;1673,569946;BUY;8;-2635;10885
1637;03.12.2018;1772,359985;1690,170044;SELL;7;-863;11543
1638;04.12.2018;1668,400024;1772,359985;BUY;8;-2531;10815
1639;06.12.2018;1699,189941;1668,400024;BUY;9;-4230;11061
1640;07.12.2018;1629,130005;1699,189941;SELL;8;-2601;10431
1641;10.12.2018;1641,030029;1629,130005;BUY;9;-4242;10526
1642;11.12.2018;1643,23999;1641,030029;SELL;8;-2599;10546
1643;12.12.2018;1663,540039;1643,23999;BUY;9;-4262;10708
1644;13.12.2018;1658,380005;1663,540039;HOLD;9;-4262;10662
1645;14.12.2018;1591,910034;1658,380005;BUY;10;-5854;10064
1646;17.12.2018;1520,910034;1591,910034;SELL;9;-4333;9354
1647;18.12.2018;1551,47998;1520,910034;BUY;10;-5885;9629
1648;19.12.2018;1495,079956;1551,47998;SELL;9;-4390;9065
1649;20.12.2018;1460,829956;1495,079956;BUY;10;-5851;8757
1650;21.12.2018;1377,449951;1460,829956;SELL;9;-4473;7923
1651;24.12.2018;1343,959961;1377,449951;HOLD;9;-4473;7621
1652;26.12.2018;1470,900024;1343,959961;BUY;10;-5944;8764
1653;27.12.2018;1461,640015;1470,900024;SELL;9;-4482;8671
1654;28.12.2018;1478,02002;1461,640015;HOLD;9;-4482;8819
1655;31.12.2018;1501,969971;1478,02002;SELL;8;-2980;9034
1656;02.01.2019;1539,130005;1501,969971;BUY;9;-4520;9332
1657;03.01.2019;1500,280029;1539,130005;HOLD;9;-4520;8982
1658;04.01.2019;1575,390015;1500,280029;BUY;10;-6095;9658
1659;07.01.2019;1629,51001;1575,390015;SELL;9;-4465;10199
1660;08.01.2019;1656,579956;1629,51001;HOLD;9;-4465;10443
1661;09.01.2019;1659,420044;1656,579956;SELL;8;-2806;10468
1662;10.01.2019;1656,219971;1659,420044;HOLD;8;-2806;10443
1663;11.01.2019;1640,560059;1656,219971;HOLD;8;-2806;10317
1664;14.01.2019;1617,209961;1640,560059;HOLD;8;-2806;10131
1665;15.01.2019;1674,560059;1617,209961;BUY;9;-4481;10589
1666;16.01.2019;1683,780029;1674,560059;SELL;8;-2797;10672
1667;17.01.2019;1693,219971;1683,780029;BUY;9;-4490;10748
